lat,lon,alt
19.212,-99.26,2240
19.212,-99.251,2240
19.212,-99.242,2240
19.212,-99.233,2240
19.212,-99.224,2240
19.212,-99.215,2240
19.212,-99.206,2240
19.212,-99.197,2240
19.212,-99.188,2240
19.212,-99.179,2240
19.212,-99.17,2240
19.212,-99.161,2240
19.212,-99.152,2240
19.212,-99.143,2240
19.212,-99.134,2240
19.212,-99.125,2240
19.212,-99.116,2240
19.212,-99.107,2240
19.212,-99.098,2240
19.212,-99.089,2240
19.212,-99.08,2240
19.212,-99.071,2240
19.212,-99.062,2240
19.212,-99.053,2240
19.212,-99.044,2240
19.212,-99.035,2240
19.212,-99.026,2240
19.212,-99.017,2240
19.212,-99.008,2240
19.212,-98.999,2240
19.212,-98.99,2240
19.212,-98.981,2240
19.212,-98.972,2240
19.212,-98.963,2240
19.212,-98.954,2240
19.212,-98.945,2240
19.212,-98.936,2240
19.212,-98.927,2240
19.212,-98.918,2240
19.212,-98.909,2240
19.221,-99.35,2240
19.221,-99.341,2240
19.221,-99.332,2240
19.221,-99.323,2240
19.221,-99.314,2240
19.221,-99.305,2240
19.221,-99.296,2240
19.221,-99.287,2240
19.221,-99.278,2240
19.221,-99.269,2240
19.221,-99.26,2240
19.221,-99.251,2240
19.221,-99.242,2240
19.221,-99.233,2240
19.221,-99.224,2240
19.221,-99.215,2240
19.221,-99.206,2240
19.221,-99.197,2240
19.221,-99.188,2240
19.221,-99.179,2240
19.221,-99.17,2240
19.221,-99.161,2240
19.221,-99.152,2240
19.221,-99.143,2240
19.221,-99.134,2240
19.221,-99.125,2240
19.221,-99.116,2240
19.221,-99.107,2240
19.221,-99.098,2240
19.221,-99.089,2240
19.221,-99.08,2240
19.221,-99.071,2240
19.221,-99.062,2240
19.221,-99.053,2240
19.221,-99.044,2240
19.221,-99.035,2240
19.221,-99.026,2240
19.221,-99.017,2240
19.221,-99.008,2240
19.221,-98.999,2240
19.221,-98.99,2240
19.221,-98.981,2240
19.221,-98.972,2240
19.221,-98.963,2240
19.221,-98.954,2240
19.221,-98.945,2240
19.221,-98.936,2240
19.221,-98.927,2240
19.221,-98.918,2240
19.221,-98.909,2240
19.23,-99.35,2240
19.23,-99.341,2240
19.23,-99.332,2240
19.23,-99.323,2240
19.23,-99.314,2240
19.23,-99.305,2240
19.23,-99.296,2240
19.23,-99.287,2240
19.23,-99.278,2240
19.23,-99.269,2240
19.23,-99.26,2240
19.23,-99.251,2240
19.23,-99.242,2240
19.23,-99.233,2240
19.23,-99.224,2240
19.23,-99.215,2240
19.23,-99.206,2240
19.23,-99.197,2240
19.23,-99.188,2240
19.23,-99.179,2240
19.23,-99.17,2240
19.23,-99.161,2240
19.23,-99.152,2240
19.23,-99.143,2240
19.23,-99.134,2240
19.23,-99.125,2240
19.23,-99.116,2240
19.23,-99.107,2240
19.23,-99.098,2240
19.23,-99.089,2240
19.23,-99.08,2240
19.23,-99.071,2240
19.23,-99.062,2240
19.23,-99.053,2240
19.23,-99.044,2240
19.23,-99.035,2240
19.23,-99.026,2240
19.23,-99.017,2240
19.23,-99.008,2240
19.23,-98.999,2240
19.23,-98.99,2240
19.23,-98.981,2240
19.23,-98.972,2240
19.23,-98.963,2240
19.23,-98.954,2240
19.23,-98.945,2240
19.23,-98.936,2240
19.23,-98.927,2240
19.23,-98.918,2240
19.23,-98.909,2240
19.239,-99.35,2240
19.239,-99.341,2240
19.239,-99.332,2240
19.239,-99.323,2240
19.239,-99.314,2240
19.239,-99.305,2240
19.239,-99.296,2240
19.239,-99.287,2240
19.239,-99.278,2240
19.239,-99.269,2240
19.239,-99.26,2240
19.239,-99.251,2240
19.239,-99.242,2240
19.239,-99.233,2240
19.239,-99.224,2240
19.239,-99.215,2240
19.239,-99.206,2240
19.239,-99.197,2240
19.239,-99.188,2240
19.239,-99.179,2240
19.239,-99.17,2240
19.239,-99.161,2240
19.239,-99.152,2240
19.239,-99.143,2240
19.239,-99.134,2240
19.239,-99.125,2240
19.239,-99.116,2240
19.239,-99.107,2240
19.239,-99.098,2240
19.239,-99.089,2240
19.239,-99.08,2240
19.239,-99.071,2240
19.239,-99.062,2240
19.239,-99.053,2240
19.239,-99.044,2240
19.239,-99.035,2240
19.239,-99.026,2240
19.239,-99.017,2240
19.239,-99.008,2240
19.239,-98.999,2240
19.239,-98.99,2240
19.239,-98.981,2240
19.239,-98.972,2240
19.239,-98.963,2240
19.239,-98.954,2240
19.239,-98.945,2240
19.239,-98.936,2240
19.239,-98.927,2240
19.239,-98.918,2240
19.239,-98.909,2240
19.248,-99.35,2240
19.248,-99.341,2240
19.248,-99.332,2240
19.248,-99.323,2240
19.248,-99.314,2240
19.248,-99.305,2240
19.248,-99.296,2240
19.248,-99.287,2240
19.248,-99.278,2240
19.248,-99.269,2240
19.248,-99.26,2240
19.248,-99.251,2240
19.248,-99.242,2240
19.248,-99.233,2240
19.248,-99.224,2240
19.248,-99.215,2240
19.248,-99.206,2240
19.248,-99.197,2240
19.248,-99.188,2240
19.248,-99.179,2240
19.248,-99.17,2240
19.248,-99.161,2240
19.248,-99.152,2240
19.248,-99.143,2240
19.248,-99.134,2240
19.248,-99.125,2240
19.248,-99.116,2240
19.248,-99.107,2240
19.248,-99.098,2240
19.248,-99.089,2240
19.248,-99.08,2240
19.248,-99.071,2240
19.248,-99.062,2240
19.248,-99.053,2240
19.248,-99.044,2240
19.248,-99.035,2240
19.248,-99.026,2240
19.248,-99.017,2240
19.248,-99.008,2240
19.248,-98.999,2240
19.248,-98.99,2240
19.248,-98.981,2240
19.248,-98.972,2240
19.248,-98.963,2240
19.248,-98.954,2240
19.248,-98.945,2240
19.248,-98.936,2240
19.248,-98.927,2240
19.248,-98.918,2240
19.248,-98.909,2240
19.257,-99.35,2240
19.257,-99.341,2240
19.257,-99.332,2240
19.257,-99.323,2240
19.257,-99.314,2240
19.257,-99.305,2240
19.257,-99.296,2240
19.257,-99.287,2240
19.257,-99.278,2240
19.257,-99.269,2240
19.257,-99.26,2240
19.257,-99.251,2240
19.257,-99.242,2240
